iteration,id,group_id,x,y,age,known_cells,group_member_ids, last_three_cells
86,3,2,24,6,1826,[24_7];[23_5];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_5];[24_6];[24_5]
86,4,2,10,19,1162,[9_19];[10_19];[11_20];[8_17];[10_20];[9_18],[0;2;3;4;7;9],[9_18];[10_19]
86,5,1,10,4,1833,[10_5];[10_4];[11_5];[10_3];[10_6];[11_4],[1;5;6;8],[10_5];[10_4];[10_4]
86,6,1,23,19,875,[24_20];[24_19];[23_19],[1;5;6;8],[24_20];[24_20];[24_19]
86,7,2,21,10,1541,[22_10];[21_10];[21_9];[22_11],[0;2;3;4;7;9],[21_10];[21_10];[21_10]
86,8,1,17,18,1770,[16_18];[18_19];[17_19];[16_19],[1;5;6;8],[16_19];[17_18]
86,9,2,8,14,1324,[9_13];[9_12];[8_13];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[9_12];[8_13];[8_13]
87,0,2,13,7,1787,[13_6];[13_8];[14_7];[15_7];[14_8],[0;2;3;4;7;9],[13_7];[13_8];[13_8]
87,1,1,9,15,1948,[8_13];[9_14];[9_13];[10_14];[9_15],[1;5;6;8],[9_15];[9_15];[9_15]
87,2,2,2,9,1898,[2_10];[4_9];[3_9];[3_8];[4_8];[2_8];[2_9];[5_9],[0;2;3;4;7;9],[4_9];[3_9];[3_9]
87,3,2,24,4,1827,[24_7];[23_5];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_6];[24_6];[24_4]
87,4,2,10,18,1163,[9_19];[10_19];[11_20];[10_20];[10_18];[9_18],[0;2;3;4;7;9],[9_18];[10_19];[10_18]
87,5,1,10,3,1834,[10_5];[10_4];[11_5];[10_3];[10_6];[11_4],[1;5;6;8],[10_4];[10_4];[10_3]
87,6,1,24,19,876,[24_20];[24_19],[1;5;6;8],[24_20];[24_19];[24_19]
87,7,2,21,11,1542,[22_10];[21_10];[21_9];[22_11],[0;2;3;4;7;9],[21_10];[21_10];[21_10]
87,8,1,17,19,1771,[16_18];[18_19];[17_19];[16_19],[1;5;6;8],[16_19];[17_18];[17_19]
87,9,2,8,15,1325,[9_13];[9_12];[8_13];[8_15];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[8_13];[8_13];[8_15]
88,0,2,14,7,1788,[13_6];[13_8];[14_7];[13_7];[15_7];[14_8],[0;2;3;4;7;9],[13_8];[13_8];[13_7]
88,1,1,9,14,1949,[8_13];[9_14];[9_13];[10_14];[9_15],[1;5;6;8],[9_15];[9_15];[9_15]
88,2,2,3,8,1899,[2_10];[4_9];[3_9];[3_8];[4_8];[2_9];[5_9],[0;2;3;4;7;9],[3_9];[2_9];[3_8]
88,3,2,24,5,1828,[24_7];[23_5];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_6];[24_4];[24_4]
88,4,2,10,17,1164,[9_19];[10_19];[11_20];[10_20];[10_18],[0;2;3;4;7;9],[10_19];[10_18];[10_18]
88,5,1,10,2,1835,[10_5];[10_4];[11_5];[10_2];[10_3];[10_6],[1;5;6;8],[10_4];[10_3];[10_2]
88,6,1,23,19,877,[24_20];[24_19],[1;5;6;8],[24_19];[24_19];[24_19]
88,7,2,21,9,1543,[22_10];[21_9];[22_11];[21_11],[0;2;3;4;7;9],[21_11];[21_9]
88,8,1,18,19,1772,[16_18];[18_19];[17_19];[16_19],[1;5;6;8],[17_18];[17_19];[18_19]
88,9,2,8,14,1326,[9_13];[9_12];[8_13];[8_15];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[8_13];[8_15];[8_15]
89,0,2,13,7,1789,[13_6];[13_8];[13_7];[15_7];[14_8],[0;2;3;4;7;9],[13_8];[13_8];[14_7]
89,1,1,8,14,1950,[8_13];[9_14];[9_13];[10_14];[9_15],[1;5;6;8],[9_14]
89,2,2,4,8,1900,[2_10];[4_9];[3_9];[3_8];[4_8];[2_9];[5_9],[0;2;3;4;7;9],[2_9];[3_8];[3_8]
89,3,2,24,6,1829,[24_7];[23_5];[23_6];[24_5];[24_6],[0;2;3;4;7;9],[24_4];[24_4];[24_5]
89,4,2,10,17,1165,[9_19];[10_19];[11_20];[10_17];[10_20];[10_18],[0;2;3;4;7;9],[10_18];[10_17];[10_17]
89,5,1,9,2,1836,[10_5];[10_4];[11_5];[10_2];[10_3];[10_6];[9_2],[1;5;6;8],[10_3];[10_2];[9_2]
89,6,1,24,18,878,[24_20];[24_18];[24_19];[23_19],[1;5;6;8],[23_19];[24_18]
89,7,2,21,10,1544,[22_10];[21_10];[21_9];[22_11];[21_11],[0;2;3;4;7;9],[21_11];[21_9];[21_10]
89,8,1,19,19,1773,[16_18];[18_19];[19_19];[17_19];[16_19],[1;5;6;8],[17_19];[18_19];[19_19]
89,9,2,8,15,1327,[9_13];[9_12];[8_13];[8_15];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[8_15];[8_15];[8_15]
90,0,2,14,7,1790,[13_6];[13_8];[13_7];[15_7];[14_8],[0;2;3;4;7;9],[13_8];[14_7];[13_7]
90,1,1,9,14,1951,[8_13];[8_14];[9_14];[9_13];[10_14];[9_15],[1;5;6;8],[9_14];[8_14]
90,2,2,4,9,1901,[2_10];[4_9];[3_9];[3_8];[4_8];[2_9];[5_9],[0;2;3;4;7;9],[3_8];[3_8];[4_8]
90,3,2,24,5,1830,[24_7];[23_5];[23_6];[24_5];[24_6],[0;2;3;4;7;9],[24_4];[24_5];[24_6]
90,4,2,10,16,1166,[9_19];[10_19];[11_20];[10_17];[10_20];[10_16];[10_18],[0;2;3;4;7;9],[10_17];[10_17];[10_16]
90,5,1,8,2,1837,[10_5];[10_4];[11_5];[10_2];[10_3];[10_6];[9_2],[1;5;6;8],[10_2];[9_2];[9_2]
90,6,1,24,17,879,[24_20];[24_18];[24_19];[24_17];[23_19],[1;5;6;8],[23_19];[24_18];[24_17]
90,7,2,21,11,1545,[22_10];[21_10];[21_9];[22_11];[21_11],[0;2;3;4;7;9],[21_9];[21_10];[21_10]
90,8,1,19,18,1774,[16_18];[18_19];[19_19];[17_19];[16_19],[1;5;6;8],[18_19];[19_19];[19_19]
90,9,2,8,14,1328,[9_13];[9_12];[8_13];[8_15];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[8_15];[8_15];[8_15]
91,0,2,14,7,1791,[13_6];[13_8];[14_7];[13_7];[15_7];[14_8],[0;2;3;4;7;9],[13_7];[14_7];[14_7]
91,1,1,7,14,1952,[8_13];[8_14];[9_14];[7_14];[9_13];[10_14];[9_15],[1;5;6;8],[8_14];[9_14];[7_14]
91,2,2,4,10,1902,[4_9];[3_9];[3_8];[4_10];[4_8];[2_9];[5_9],[0;2;3;4;7;9],[3_8];[4_8];[4_10]
91,3,2,24,4,1831,[24_7];[23_5];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_5];[24_6];[24_4]
91,4,2,11,16,1167,[9_19];[10_19];[11_20];[10_17];[10_20];[10_16];[10_18];[11_16],[0;2;3;4;7;9],[10_17];[10_16];[11_16]
91,5,1,7,3,1838,[7_3];[10_5];[8_2];[10_4];[11_5];[10_2];[10_3];[10_6];[9_2],[1;5;6;8],[9_2];[8_2];[7_3]
91,6,1,23,17,880,[24_20];[24_18];[24_19];[24_17];[23_19],[1;5;6;8],[24_18];[24_17];[24_17]
91,7,2,21,10,1546,[22_10];[21_10];[21_9];[22_11];[21_11],[0;2;3;4;7;9],[21_10];[21_10];[21_11]
91,8,1,18,17,1775,[19_18];[18_17];[16_18];[18_19];[19_19];[17_19];[16_19],[1;5;6;8],[19_19];[19_18];[18_17]
91,9,2,9,14,1329,[9_14];[9_13];[9_12];[8_13];[8_15];[10_14];[9_16],[0;2;3;4;7;9],[9_14]
92,0,2,14,6,1792,[13_6];[13_8];[14_7];[14_6];[13_7];[15_7];[14_8],[0;2;3;4;7;9],[13_7];[14_6]
92,1,1,8,14,1953,[8_14];[9_14];[7_14];[9_13];[10_14];[9_15],[1;5;6;8],[8_14];[7_14];[8_14]
92,2,2,3,10,1903,[3_10];[4_9];[3_9];[3_8];[4_10];[4_8];[2_9];[5_9],[0;2;3;4;7;9],[4_8];[4_10];[3_10]
92,3,2,24,5,1832,[24_7];[23_5];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_6];[24_4];[24_4]
92,4,2,11,15,1168,[10_19];[11_20];[10_17];[10_20];[10_16];[10_18];[11_16],[0;2;3;4;7;9],[10_16];[11_16];[11_16]
92,5,1,7,2,1839,[7_3];[10_5];[8_2];[11_5];[10_2];[10_3];[10_6];[9_2],[1;5;6;8],[8_2];[7_3];[7_3]
92,6,1,22,17,881,[24_20];[24_18];[23_17];[24_19];[24_17];[23_19],[1;5;6;8],[24_17];[24_17];[23_17]
92,7,2,21,11,1547,[22_10];[21_10];[21_9];[22_11];[21_11],[0;2;3;4;7;9],[21_10];[21_11];[21_10]
92,8,1,17,17,1776,[19_18];[18_17];[16_18];[18_19];[19_19];[16_19],[1;5;6;8],[19_18];[18_17];[18_17]
92,9,2,8,14,1330,[9_14];[9_13];[9_12];[8_13];[8_15];[10_14];[9_16],[0;2;3;4;7;9],[9_14];[9_14]
93,0,2,15,6,1793,[13_6];[13_8];[14_7];[14_6];[13_7];[15_6];[15_7];[14_8],[0;2;3;4;7;9],[13_7];[14_6];[15_6]
93,1,1,9,14,1954,[8_14];[9_14];[7_14];[9_13];[10_14];[9_15],[1;5;6;8],[7_14];[8_14];[8_14]
93,2,2,3,11,1904,[3_10];[4_9];[3_9];[3_8];[4_10];[4_8];[5_9],[0;2;3;4;7;9],[4_10];[3_10];[3_10]
93,3,2,24,7,1833,[24_7];[23_5];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_4];[24_5];[24_7]
93,4,2,12,15,1169,[11_15];[10_19];[11_20];[10_17];[10_20];[10_16];[10_18];[11_16],[0;2;3;4;7;9],[11_16];[11_16];[11_15]
93,5,1,8,2,1840,[7_3];[10_5];[8_2];[7_2];[11_5];[10_2];[10_3];[10_6];[9_2],[1;5;6;8],[7_3];[7_3];[7_2]
93,6,1,21,17,882,[24_20];[24_18];[21_17];[23_17];[24_19];[24_17];[23_19],[1;5;6;8],[24_17];[23_17];[21_17]
93,7,2,21,10,1548,[22_10];[21_10];[21_9];[22_11];[21_11],[0;2;3;4;7;9],[21_11];[21_11]
93,8,1,18,17,1777,[19_18];[18_17];[17_17];[16_18];[18_19];[19_19];[16_19],[1;5;6;8],[18_17];[18_17];[17_17]
93,9,2,8,14,1331,[9_14];[9_13];[8_14];[9_12];[8_13];[8_15];[10_14];[9_16],[0;2;3;4;7;9],[9_14];[8_14];[8_14]
94,0,2,16,5,1794,[13_6];[13_8];[14_7];[14_6];[16_5];[13_7];[15_6];[15_7];[14_8],[0;2;3;4;7;9],[15_6];[15_6];[16_5]
94,1,1,8,14,1955,[8_14];[9_14];[7_14];[9_13];[10_14],[1;5;6;8],[7_14];[9_14]
94,2,2,2,11,1905,[3_10];[4_9];[3_9];[3_8];[4_10];[2_11];[4_8];[5_9],[0;2;3;4;7;9],[3_10];[3_10];[2_11]
94,3,2,24,8,1834,[24_8];[24_7];[23_5];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_5];[24_7];[24_8]
94,4,2,12,14,1170,[11_15];[10_19];[11_20];[10_17];[10_20];[10_16];[10_18];[11_16];[12_14],[0;2;3;4;7;9],[11_16];[11_15];[12_14]
94,5,1,9,2,1841,[7_3];[10_5];[8_2];[7_2];[11_5];[10_2];[10_3];[10_6];[9_2],[1;5;6;8],[7_3];[7_2];[9_2]
94,6,1,21,16,883,[24_20];[24_18];[21_17];[23_17];[24_19];[24_17];[23_19],[1;5;6;8],[23_17];[21_17];[21_17]
94,7,2,20,10,1549,[22_10];[21_10];[21_9];[22_11];[20_10];[21_11],[0;2;3;4;7;9],[21_11];[21_11];[20_10]
94,8,1,17,17,1778,[19_18];[18_17];[17_17];[16_18];[18_19];[19_19];[16_19],[1;5;6;8],[18_17];[17_17];[18_17]
94,9,2,9,14,1332,[9_14];[9_13];[8_14];[9_12];[8_13];[8_15];[10_14];[9_16],[0;2;3;4;7;9],[8_14];[8_14];[8_14]
95,0,2,16,4,1795,[13_8];[14_7];[14_6];[16_5];[13_7];[15_6];[15_7];[14_8],[0;2;3;4;7;9],[15_6];[16_5];[16_5]
95,1,1,9,14,1956,[8_14];[9_14];[7_14];[9_13];[10_14],[1;5;6;8],[7_14];[9_14];[8_14]
95,2,2,3,11,1906,[3_10];[4_9];[3_9];[4_10];[2_11];[4_8];[5_9],[0;2;3;4;7;9],[3_10];[2_11];[2_11]
95,3,2,24,9,1835,[24_8];[24_7];[23_5];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_7];[24_8];[24_8]
95,4,2,12,15,1171,[11_15];[10_19];[11_20];[10_17];[10_20];[10_16];[10_18];[11_16];[12_14],[0;2;3;4;7;9],[11_15];[12_14];[12_14]
95,5,1,8,2,1842,[7_3];[10_5];[8_2];[7_2];[11_5];[10_2];[10_3];[10_6];[9_2],[1;5;6;8],[7_2];[9_2];[9_2]
95,6,1,21,17,884,[24_20];[21_16];[24_18];[21_17];[23_17];[24_19];[24_17];[23_19],[1;5;6;8],[21_17];[21_17];[21_16]
95,7,2,21,10,1550,[22_10];[21_10];[21_9];[22_11];[20_10];[21_11],[0;2;3;4;7;9],[21_11];[20_10];[21_10]
95,8,1,18,17,1779,[19_18];[18_17];[17_17];[16_18];[18_19];[19_19];[16_19],[1;5;6;8],[17_17];[17_17]
95,9,2,8,14,1333,[9_14];[9_13];[8_14];[9_12];[8_13];[8_15];[10_14];[9_16],[0;2;3;4;7;9],[8_14];[8_14];[9_14]
96,0,2,17,4,1796,[13_8];[14_7];[14_6];[16_5];[13_7];[15_6];[15_7];[14_8];[16_4],[0;2;3;4;7;9],[16_5];[16_5];[16_4]
96,1,1,8,14,1957,[8_14];[9_14];[7_14];[9_13];[10_14],[1;5;6;8],[9_14];[8_14];[9_14]
96,2,2,4,11,1907,[3_10];[4_9];[3_9];[4_10];[2_11];[4_8];[4_11];[5_9],[0;2;3;4;7;9],[2_11];[2_11];[4_11]
96,3,2,24,10,1836,[24_8];[23_5];[23_6];[24_4];[24_9];[24_5];[24_6],[0;2;3;4;7;9],[24_8];[24_8];[24_9]
96,4,2,11,15,1172,[11_15];[10_19];[12_15];[11_20];[10_17];[10_20];[10_16];[10_18];[11_16];[12_14],[0;2;3;4;7;9],[12_14];[12_14];[12_15]
96,5,1,7,2,1843,[7_3];[10_5];[8_2];[7_2];[11_5];[10_2];[10_3];[10_6];[9_2],[1;5;6;8],[9_2];[9_2];[8_2]
96,6,1,21,17,885,[24_20];[21_16];[24_18];[21_17];[23_17];[24_19];[24_17];[23_19],[1;5;6;8],[21_16];[21_17];[21_17]
96,7,2,21,12,1551,[22_10];[21_12];[21_10];[21_9];[22_11];[20_10];[21_11],[0;2;3;4;7;9],[21_10];[21_10];[21_12]
96,8,1,18,17,1780,[19_18];[18_17];[17_17];[16_18];[19_19];[16_19],[1;5;6;8],[17_17];[18_17];[18_17]
96,9,2,9,14,1334,[9_14];[9_13];[8_14];[9_12];[8_13];[8_15];[9_16],[0;2;3;4;7;9],[8_14];[9_14];[8_14]
97,0,2,18,4,1797,[14_7];[14_6];[16_5];[13_7];[15_6];[17_4];[15_7];[14_8];[16_4],[0;2;3;4;7;9],[16_5];[16_4];[17_4]
97,1,1,8,15,1958,[8_14];[9_14];[7_14];[9_13];[10_14];[8_15],[1;5;6;8],[8_14];[9_14];[8_15]
97,2,2,3,12,1908,[3_12];[3_10];[4_9];[3_9];[4_10];[2_11];[4_8];[4_11];[5_9],[0;2;3;4;7;9],[4_11];[4_11];[3_12]
97,3,2,24,9,1837,[24_8];[24_10];[23_5];[23_6];[24_4];[24_9];[24_5];[24_6],[0;2;3;4;7;9],[24_8];[24_9];[24_10]
97,4,2,11,15,1173,[11_15];[12_15];[11_20];[10_17];[10_20];[10_16];[10_18];[11_16];[12_14],[0;2;3;4;7;9],[12_15];[11_15];[11_15]
97,5,1,6,2,1844,[7_3];[10_5];[8_2];[7_2];[11_5];[10_2];[6_2];[10_3];[10_6];[9_2],[1;5;6;8],[9_2];[8_2];[6_2]
97,6,1,21,16,886,[21_16];[24_18];[21_17];[23_17];[24_19];[24_17];[23_19],[1;5;6;8],[21_17];[21_17];[21_17]
97,7,2,20,12,1552,[22_10];[21_12];[20_12];[21_10];[21_9];[22_11];[20_10];[21_11],[0;2;3;4;7;9],[21_10];[21_12];[20_12]
97,8,1,17,17,1781,[19_18];[18_17];[17_17];[16_18];[19_19];[16_19],[1;5;6;8],[18_17];[18_17];[18_17]
97,9,2,8,14,1335,[9_14];[9_13];[8_14];[9_12];[8_13];[8_15],[0;2;3;4;7;9],[9_14];[9_14]
98,0,2,19,4,1798,[14_7];[14_6];[16_5];[13_7];[15_6];[17_4];[18_4];[15_7];[14_8];[16_4],[0;2;3;4;7;9],[16_4];[17_4];[18_4]
98,1,1,7,15,1959,[7_15];[8_14];[9_14];[7_14];[9_13];[10_14];[8_15],[1;5;6;8],[8_14];[8_15];[7_15]
98,2,2,3,11,1909,[3_12];[3_10];[4_9];[3_9];[4_10];[2_11];[4_11];[5_9],[0;2;3;4;7;9],[4_11];[3_12];[3_12]
98,3,2,24,10,1838,[24_8];[24_10];[23_5];[23_6];[24_4];[24_9];[24_5];[24_6],[0;2;3;4;7;9],[24_9];[24_10];[24_9]
98,4,2,12,15,1174,[11_15];[12_15];[11_20];[10_17];[10_20];[10_16];[10_18];[11_16];[12_14],[0;2;3;4;7;9],[11_15];[11_15];[11_15]
98,5,1,8,2,1845,[7_3];[10_5];[8_2];[7_2];[11_5];[10_2];[6_2];[10_3];[10_6];[9_2],[1;5;6;8],[6_2];[6_2];[8_2]
98,6,1,21,15,887,[21_16];[24_18];[21_17];[23_17];[24_19];[24_17];[21_15];[23_19],[1;5;6;8],[21_17];[21_17];[21_15]
98,7,2,19,12,1553,[22_10];[21_12];[20_12];[21_10];[21_9];[22_11];[20_10];[21_11],[0;2;3;4;7;9],[21_12];[20_12];[20_12]
98,8,1,18,17,1782,[19_18];[18_17];[17_17];[16_18];[19_19];[16_19],[1;5;6;8],[18_17];[18_17];[17_17]
98,9,2,9,15,1336,[9_14];[9_13];[8_14];[9_12];[8_13];[8_15];[9_15],[0;2;3;4;7;9],[9_14];[8_14];[9_15]
99,0,2,17,4,1799,[19_4];[14_7];[14_6];[16_5];[13_7];[15_6];[17_4];[18_4];[15_7];[14_8];[16_4],[0;2;3;4;7;9],[18_4];[19_4];[17_4]
99,1,1,7,13,1960,[7_13];[7_15];[8_14];[9_14];[7_14];[9_13];[10_14];[8_15],[1;5;6;8],[7_15];[7_15];[7_13]
99,2,2,2,11,1910,[3_12];[3_10];[4_9];[3_9];[4_10];[2_11];[3_11];[4_11];[5_9],[0;2;3;4;7;9],[3_12];[3_12];[3_11]
99,3,2,23,9,1839,[24_8];[24_10];[23_5];[23_9];[24_4];[24_9];[24_5];[24_6],[0;2;3;4;7;9],[24_10];[24_10];[23_9]
99,4,2,11,15,1175,[11_15];[12_15];[11_20];[10_17];[10_20];[10_16];[10_18];[11_16];[12_14],[0;2;3;4;7;9],[11_15];[11_15];[12_15]
99,5,1,7,2,1846,[7_3];[10_5];[8_2];[7_2];[11_5];[10_2];[6_2];[10_6];[9_2],[1;5;6;8],[6_2];[8_2];[8_2]
99,6,1,21,16,888,[21_16];[24_18];[21_17];[23_17];[24_19];[24_17];[21_15];[23_19],[1;5;6;8],[21_15];[21_15]
99,7,2,20,12,1554,[21_12];[20_12];[21_10];[21_9];[22_11];[20_10];[21_11],[0;2;3;4;7;9],[20_12];[20_12];[20_12]
99,8,1,18,18,1783,[19_18];[18_17];[17_17];[16_18];[18_18];[19_19];[16_19],[1;5;6;8],[17_17];[18_18]
99,9,2,9,14,1337,[9_14];[9_13];[8_14];[9_12];[8_13];[8_15];[9_15],[0;2;3;4;7;9],[8_14];[9_15];[9_15]
100,0,2,18,4,1800,[19_4];[14_7];[14_6];[16_5];[13_7];[15_6];[17_4];[18_4];[15_7];[16_4],[0;2;3;4;7;9],[19_4];[17_4];[17_4]
100,1,1,7,14,1961,[7_13];[7_15];[8_14];[9_14];[7_14];[9_13];[10_14];[8_15],[1;5;6;8],[7_15];[7_13];[7_13]
100,2,2,2,10,1911,[3_12];[3_10];[4_9];[3_9];[2_10];[4_10];[2_11];[3_11];[4_11];[5_9],[0;2;3;4;7;9],[3_12];[3_11];[2_10]
100,3,2,22,9,1840,[22_9];[24_8];[24_10];[23_5];[23_9];[24_4];[24_9];[24_6],[0;2;3;4;7;9],[24_10];[23_9];[22_9]
100,4,2,12,15,1176,[11_15];[12_15];[11_20];[10_17];[10_20];[10_16];[10_18];[11_16];[12_14],[0;2;3;4;7;9],[11_15];[12_15];[11_15]
100,5,1,8,2,1847,[7_3];[10_5];[8_2];[7_2];[11_5];[10_2];[6_2];[10_6];[9_2],[1;5;6;8],[8_2];[8_2];[7_2]
100,6,1,21,17,889,[21_16];[24_18];[21_17];[23_17];[24_19];[24_17];[21_15];[23_19],[1;5;6;8],[21_15];[21_15];[21_16]
100,7,2,21,12,1555,[21_12];[20_12];[21_10];[21_9];[22_11];[20_10];[21_11],[0;2;3;4;7;9],[20_12];[20_12];[21_12]
100,8,1,18,17,1784,[19_18];[18_17];[17_17];[16_18];[18_18];[19_19];[16_19],[1;5;6;8],[17_17];[18_18];[18_17]
100,9,2,8,14,1338,[9_14];[8_14];[9_12];[8_13];[8_15];[9_15],[0;2;3;4;7;9],[9_15];[9_15];[9_14]
